	Control_1	Control_2	Control_3	a_1	a_2	a_3	b_1	b_2	b_3
P1027	2.93540175	4.291451975	4.282950172	2.66302341	2.838507993	2.207303578	2.944652206	2.684999888	3.519958428
P1028	1.445823389	0.767921786	0.322063872	0.405900598	0.768611012	0.547934342	0.809947644	0.453398691	0.590168983
P1029	0.142903739	0.373470736	0.527556434	0.569248948	0.239772647	0.120868683	0.613934181	0.235153914	0.439547327
P1030	0.034344471	0.123794425	0.03322584	0.097378332	0.039282416	0.133631501	0.153305909	0.056519686	0.034052504
P1031	1.319809069	1.853375611	1.81822532	2.311129163	2.211865009	1.900036887	1.846746447	1.633125717	1.419704377
P1032	0.544232299	0.587448804	0.49903256	0.751200059	0.704980462	0.697740686	0.621196709	1.139612799	0.436371685
P1033	30.07239459	24.87409169	30.75626755	19.26593309	25.09413854	27.85872372	26.42183994	23.30177861	24.92782632
P1034	4.418854415	4.413264632	5.052324977	3.424340891	4.412930728	5.380394688	4.409124907	4.381310008	4.111782594
P1035	11.67621321	11.810543	10.11671695	3.771508751	6.0660746	3.43766138	5.214285714	4.750297934	5.425343547
P1036	0.085131265	0.134789272	0.249620306	0.14394801	0.347069272	0.070311693	0.154973822	0.144744002	0.501558951
P1037	0.677390613	0.648223015	0.758535317	0.770253305	0.882984014	0.90485983	0.908825729	1.016257055	1.451576273
P1038	0.272100239	0.049182191	0.253011547	0.37893804	0.273833037	0.481455183	0.474719521	0.527825872	0.753319989
P1039	2.333492442	0.867274409	1.099864766	2.142382394	1.605825933	1.690427886	2.039042633	1.576776921	2.016821279
P1040	0.457844073	0.186896552	0.295287631	0.276966251	0.145761989	0.211425673	0.239289454	0.328199132	0.133773432
P1041	1.428480509	1.658581054	1.957411838	1.851340374	2.083552398	1.525912947	1.6710546	1.707800238	1.91968513
P1042	2.990055688	2.592495706	2.288359513	1.871058267	2.772433393	4.077093323	3.726925954	3.067029434	4.697447939
P1043	1.62442323	1.673880301	1.699303027	2.36149472	1.985790409	1.84470675	1.873971578	2.245474782	2.314369298
P1044	0.261519491	0.203627956	0.153542078	0.601033897	0.541101243	0.441313169	0.593111444	0.376633013	0.52313407
P1045	1.003420843	0.520517902	0.644481431	2.03522635	1.144142096	1.460531169	1.023635004	1.667753468	0.368971092
P1046	0.514558473	0.750191571	0.762488297	0.807252049	0.628476021	0.912237182	0.590179506	0.836372631	0.811193656
P1047	0.355688146	0.263601533	0.398460418	0.874529208	1.155808171	0.384664331	1.713986537	1.570031255	1.425651488
P1048	0.092824185	0.30207425	0.294039322	0.103825419	0.193264654	0.095675028	0.077023186	0.043430846	0.313176027
P1049	6.571837709	2.852952834	2.902319775	7.359722325	5.331580817	6.680468462	6.445624533	6.369932318	7.726432888
P1050	3.781145585	6.250231206	3.955060855	2.480909829	4.992966252	3.415252674	1.99895288	4.050322668	3.521883059
P1051	1.91893397	1.564777381	1.609736815	1.62809246	1.808738899	1.336222796	1.543081526	1.662424392	1.501924631
P1052	0.689968178	0.523530189	0.708686154	1.101026512	1.32453286	0.887320177	1.103590127	1.191531941	1.267350552
P1053	47.283214	35.62689919	43.30593987	68.66848829	64.43339254	66.41737366	61.27524308	58.78173274	62.67177336
P1054	0.133683373	0.105905668	0.186432955	0.181796027	0.195552398	0.208834378	0.197337322	0.204090122	0.173276493
P1055	12.77565632	14.38842648	13.16300843	14.63481279	13.93989343	19.19679085	16.54450262	17.90659501	17.87424458
P1056	1.388544153	0.123091558	0.106233226	0.017708441	0.414522202	0.109802656	0.271121915	0.4761091	0.703587513
P1057	0.963325378	1.012498349	0.7322584	0.800753268	1.352554174	1.039745481	0.751458489	0.871787377	0.815678048
P1058	6.732378679	4.865636147	6.808488505	9.197252788	7.761847247	6.651327923	9.966342558	8.051401974	11.21867662
P1059	0.434614161	0.299643282	0.379631749	0.313817296	0.482245115	0.562458502	0.329274495	0.433746318	0.39676277
P1060	1.358790772	1.206896552	1.424175596	2.460674987	2.479573712	2.561047584	2.698429319	2.273514267	2.236806652
P1061	2.45823389	3.403091558	4.115468636	3.776308988	4.3339254	4.346919956	4.466866118	4.289344096	4.263058624
P1062	7.094590294	5.35685031	5.085197129	10.12849863	8.632042629	7.591663593	8.511593119	7.961010051	9.295199969
P1063	6.114638027	6.33293698	8.239259336	8.334687246	10.00909414	8.318701586	10.63201197	7.917388078	9.181069325
P1064	11.00238663	9.07861012	10.27629252	16.43896315	9.890728242	11.7843969	12.05011219	13.68043532	17.77993764
P1065	10.00795545	6.204782666	8.23717882	13.96721069	12.49264654	15.34304685	8.372475692	9.906684955	12.50817968
P1066	1.459506762	1.20710794	1.185894102	0.508802895	1.349698046	1.315105127	1.469633508	2.200593619	1.3321144
P1067	6.09220366	3.909631391	4.068448975	4.773724245	5.154955595	5.655385467	5.045624533	4.777055742	4.63508988
P1068	17.01511535	12.21693751	12.70175804	16.25729267	12.5146714	16.77333087	13.91997008	14.02873654	16.78201624
P1069	1.156881464	0.743268596	0.171141163	0.419754819	0.618344583	0.584101807	0.719813014	0.568299867	0.861695985
P1070	5.132856006	4.462676708	6.428170186	6.055165793	4.846749556	7.407506455	6.875841436	4.730960358	4.125832403
P1071	0.927923628	0.66521337	1.502715073	0.83871206	0.848738899	1.211268904	1.351009723	1.123378229	1
P1072	27.76531424	19.58779231	23.44117341	21.84698324	23.9928952	28.45444485	26.18848168	28.14741529	31.13091343
P1073	0.196937152	0.205480248	0.116685738	0.117207001	0.137092718	0.103937661	0.181967091	0.169684977	0.172246815
P1074	0.462784407	0.438102788	0.507895558	0.829111587	0.577918295	0.507266691	0.724771877	0.309131383	0.424304246
P1075	7.111455847	8.241511428	6.869239571	8.833911823	4.452575488	12.26761343	9.835452506	7.186157894	3.023018592
P1076	2.994749403	2.75862069	3.064183918	4.694040322	6.522912966	6.302194762	3.876963351	4.806511816	5.881288733
P1077	0.561272872	0.507570353	0.455861854	0.476604387	0.459850799	0.474096274	0.483702319	0.263665595	0.463297279
P1078	0.416046142	0.201112432	0.296015812	0.221313049	0.450912966	0.275866839	0.257905759	0.279967621	0.234458601
P1079	0.63540175	1.224336108	1.168355352	0.989217931	0.84349556	0.677665068	0.732019447	0.491893958	0.86177297
P1080	0.686483691	1.43086273	1.286403828	1.166235876	0.960284192	0.580606787	0.98197457	0.696917231	0.932445437
P1081	1.168575975	1.06632316	1.204223447	0.465416144	0.417122558	0.485337514	0.828721017	0.714096193	1.029831787
P1082	1.765155131	1.677024706	2.064142307	1.35772838	2.175062167	1.949372925	2.270007479	1.549187147	1.64130644
P1083	0.454638027	0.710873299	0.362509102	1.03862344	0.412802842	1.282460347	1.233657442	1.078856834	0.905019439
P1084	0.424701671	0.441617122	0.463851035	0.764419171	0.424667851	0.711342678	0.545669409	0.2087154	0.642538204
P1085	3.797056484	4.538512353	7.452408197	7.144671738	8.289449378	7.492622648	3.66724009	3.519663616	3.10250587
P1086	6.004455052	4.150614348	5.415999168	7.257588066	7.893143872	7.890538547	5.757741212	6.149573899	7.889641634
P1087	0.347987271	0.514546175	0.398855716	0.673916254	0.732134991	0.74869052	0.491398654	0.698783532	0.695215366
P1088	0.193858393	0.194118113	0.173562884	0.140646924	0.22991119	0.174317595	0.201682872	0.215553257	0.167533392
P1089	4.241607001	3.435856784	3.909913659	4.10870689	5.308277087	5.995665806	4.927150337	4.10001574	4.375842026
P1090	0.338504375	0.150450522	0.140463955	0.650070157	0.613101243	0.143932128	0.552797307	0.074674522	0.063435852
P1091	0.47849642	0.135740521	0.443045875	0.373015287	1.245797513	0.548736629	0.724936425	0.329076069	0.845875515
P1092	0.761527446	0.420716079	0.823301779	0.998892253	1.352554174	0.838445223	0.373006731	0.932565826	1.347338235
P1093	1.552824185	1.250336901	2.32310413	1.558378259	2.4660746	1.528033936	2.086910995	1.438468284	2.875591824
P1094	0.08638027	0.370775532	0.473234162	0.47382025	1.183815275	0.82369052	0.572161556	0.984844737	0.606932522
P1095	0.749530628	0.857444841	1.141454281	0.355970755	0.573655417	0.272962007	0.274098728	0.401704405	0.514838908
P1096	1.301272872	0.654379707	0.949360241	0.479130049	0.749143872	0.559350793	0.860433807	0.887145009	0.917779745
P1097	0.305250597	0.356718193	0.309559971	0.240898013	0.107073535	0.338832534	0.354240838	0.462123086	0.342218715
P1098	2.084805091	2.003065134	1.039342557	1.278930655	2.675666075	2.388694209	4.964173523	1.799136555	1.962161746
P1099	1.692840095	0.659453032	1.360615833	0.516210029	0.463346359	0.617585762	0.829768138	0.564364896	1.031679433
P1100	7.63699284	6.115999472	5.873088526	7.708441031	9.161065719	8.692641092	9.77262528	7.473748117	10.00923823
P1101	3.206046142	3.864182851	4.174347238	3.875710804	4.228774423	3.654924382	5.04749439	5.072740764	6.101659032
P1102	0.13389817	0.077632448	0.115196089	0.076080053	0.110343162	0.033950572	0.079483919	0.094151508	0.154678779
P1103	2.280111376	4.612498349	9.043170706	4.040543534	5.23410302	5.952323866	6.223036649	8.153036674	6.260056199
P1104	1.527923628	1.385334919	1.564090294	2.027398272	1.681563055	1.856787163	1.577786088	1.186517662	2.272989722
P1105	1.601909308	2.381239265	2.109851243	2.296950004	1.347310835	3.193655478	1.708975318	1.593910912	1.445186497
P1106	1.362370724	1.089602325	0.985186726	0.567528248	0.977364121	0.871541866	0.933133882	0.987655431	0.312617884
P1107	28.46062053	25.65490818	26.36637886	32.83657042	37.85861456	36.13887864	25.51383695	28.45097025	29.12929674
P1108	0.543683373	0.438129211	0.295474878	0.246015804	0.236248668	0.222759129	0.388234854	0.443347649	0.251472343
P1109	2.61964996	4.078213767	4.191615521	2.940698619	2.938827709	3.078661011	3.530216904	3.495604074	2.280303322
P1110	0.353922037	0.18119963	0.262727556	0.279964552	0.632824156	0.378365917	0.480673149	0.369684977	0.370607029
P1111	4.153381066	2.155000661	1.853240404	2.94025552	4.35722913	3.697528587	2.558937921	1.769343197	5.359906078
P1112	37.59029435	112.508918	19.30781234	17.66708515	23.6589698	13.15935079	8.329842932	12.88152362	10.54062897
P1113	0.303508353	0.016836042	0.040773952	0.152573665	0.336909414	0.171182221	0.155011219	0.261147213	0.231340698
P1114	0.28052506	0.191005417	0.227067513	0.170866258	0.4149627	0.187320177	0.288406881	0.265262069	0.270660918
P1115	1.780031822	2.27454089	1.147383751	1.037294144	2.065364121	1.238841756	1.069259536	1.129449329	1.316601871
P1116	12.575179	11.88347206	13.74222407	18.72313714	11.24476021	14.07783106	16.6724009	17.94527016	16.99872974
P1117	0.071291965	0.060404281	0.088109851	0.119577579	0.088001421	0.099160826	0.106118175	0.15456794	0.160508488
P1118	0.273436754	0.238929845	0.612795173	0.242847648	0.689847247	0.367788639	0.39551982	0.543858071	0.535163016
P1119	3.4849642	3.458581054	3.341308645	2.37205524	3.104653641	2.015123571	4.372999252	3.768128977	4.275568729
P1120	5.887509944	5.082045184	7.118277333	6.710361125	4.194245115	6.924197713	6.243754675	6.190947316	6.890565457
P1121	0.283468576	0.340362003	0.247789452	0.276759471	0.385250444	0.406971597	0.292550486	0.314820228	0.344643751
P1122	10.03500398	9.491874752	11.97628212	10.97481722	13.12071048	10.99778679	12.16529544	12.61574438	12.3942415
P1123	1.362211615	1.543823491	1.559929262	1.275828964	2.128454707	2.310955367	2.062602842	2.07726036	2.03953193
P1124	13.80668258	10.66772361	11.13970665	11.77239495	11.87509769	13.56510513	10.04562453	11.40489735	12.18079988
P1125	0.094614161	0.009736293	0.168659107	0.053558821	0.139330728	0.084503873	0.232550486	0.266363861	0.441125524
P1126	3.197454256	1.748024838	1.736502653	2.700022155	2.321136767	3.370527481	1.816604338	2.477458233	1.903479734
P1127	0.079801114	0.150064738	0.162611048	0.061395761	0.083957371	0.059355404	0.11263276	0.144788973	0.095015205
P1128	24.50914877	22.81384595	22.46333091	23.54774389	24.61385435	27.64939137	26.0762902	27.70220134	26.35205358
P1129	1.388782816	0.926198969	0.932674503	1.702089949	0.6820746	1.292235338	0.860882573	0.904189059	0.884772316
P1130	0.373977725	0.995138063	0.256631645	0.511180858	0.477968028	0.506418296	0.436948392	0.44501158	0.331171331
P1131	0.836197295	0.582613291	0.549505877	0.871722916	0.74678508	0.903956105	0.9131638	0.954399298	0.953231456
P1132	0.233715195	0.106510768	0.057347342	0.148748246	0.068663588	0.16282737	0.100560957	0.200989364	0.055862427
P1133	0.576125696	0.58282468	0.662602725	0.513536666	0.659353464	0.745748801	0.161525804	0.555685472	0.478732823
P1134	0.19124105	0.080367288	0.044887132	0.161236245	0.193207815	0.16086315	0.211196709	0.17393025	0.154954001
P1135	3.712251392	3.655965121	4.069697285	2.831253231	3.725328597	4.556528956	3.629094989	3.752838801	4.042495862
P1136	0.430047733	0.564116792	0.475148237	0.366870984	0.548660746	0.255763556	0.440860135	0.53769703	0.800704415
P1137	0.580357995	0.275465715	0.559575575	0.440004431	0.315992895	0.12303578	0.355213164	0.402019203	0.351399207
P1138	0.208719173	0.270735896	0.268906689	0.181567093	0.308944938	0.119162671	0.314143605	0.135165156	0.367816313
P1139	0.728369133	0.897397278	0.909227088	0.900155085	1.257833037	0.742511988	1.017651458	1.107391001	0.92099388
P1140	103.4765314	126.6587396	170.9851243	128.1589247	140.3865009	131.4644043	150.329095	157.2954377	165.368182
P1141	1.031344471	0.585969084	0.611567669	0.586935972	1.796944938	1.609738104	0.947195213	0.56049738	1.043477424
P1142	0.838981702	0.782745409	0.799167794	1.032420058	0.495516874	0.828089266	1	0.651451442	0.647407521
P1143	4.638186158	4.279561369	3.893685634	3.339856731	4.178472469	4.845352269	4.486985789	3.463674589	3.137726625
P1144	2.73221957	2.808297001	3.691667534	2.914629643	2.228774423	1.840280339	1.82946896	4.015919772	3.98052273
P1145	5.072076372	5.272030651	4.614168314	2.507421904	3.760142096	2.841663593	1.412415856	1.404447642	1.648831749
P1146	0.58309467	0.69681596	0.738187871	0.47177461	0.905236234	0.659323128	0.767090501	0.498324826	1.49911467
P1147	1.554653938	2.282758621	2.238219078	3.703788494	4.071900533	3.654371081	3.555422588	1.775864007	3.696639594
P1148	1.867382657	2.634746994	2.383439093	1.11587032	2.937833037	2.526097381	2.369409125	2.602702763	2.565148774
P1149	2.486316627	1.719381688	1.753125975	4.065061665	2.943090586	4.012541498	3.369558714	2.171812111	2.703722237
P1150	1.140095465	1.395983617	1.337584521	0.995642862	0.880497336	0.700580966	1.132909499	0.745980707	0.925459025
P1151	10.37549722	8.861672612	7.752834703	8.988996381	8.49008881	7.361305791	9.218399402	7.921885189	9.924554448
P1152	0.312251392	2.815167129	8.593571206	4.95450853	0.634472469	6.301549244	33.54300673	38.4143188	8.54459371
P1153	0.029922832	0.026135024	0.025455113	0.017277897	0.014833393	0.012369052	0.039623785	0.02568075	0.031317603
P1154	0.899443119	0.730875941	0.311245189	0.848090983	1.398195382	0.844476208	0.989379207	1.303150226	1.183147927
P1155	4.473031026	3.019949795	3.676687819	2.786500258	2.557868561	4.293710808	3.422064323	3.767004699	3.126178837
P1156	44.61813842	40.01321178	41.37522105	37.80075327	52.68774423	45.45186278	67.43455497	41.95804196	35.87512991
P1157	2.530310263	3.431629013	3.089982316	2.002732442	1.102820604	1.827001107	2.996634256	2.657342657	2.04261134
P1158	1.009307876	0.66410358	0.616997815	0.951111439	1.142095915	0.766931022	0.655736724	0.505272862	0.53822318
P1159	1.655767701	1.172598758	1.324934984	0.572919282	1.525825933	0.83182405	1.032909499	1.064983248	1.009045768
P1160	4.675497216	3.424758885	3.275148237	5.597297098	4.388206039	4.61342678	3.993642483	3.655026645	4.515570268
P1161	1.031105807	1.124322896	1.003890565	1.03847574	1.473676732	1.264570269	1.2223635	1.190632519	1.108318257
P1162	1.966109785	2.515418153	2.789347758	3.221327819	3.868987567	2.041036518	3.238593867	3.755537067	2.489510759
P1163	0.872951472	0.687329898	1.009341517	0.709364153	0.687843694	0.198985614	0.804562453	0.09696445	0.827091112
P1164	0.509204455	0.447536002	0.61233746	0.629997785	0.733328597	0.530551457	0.599962603	0.530344254	0.965818546
P1165	1.324900557	0.765120888	0.770331842	1.145853334	0.799119005	1.745665806	1.134554974	1.216738246	0.78950306
P1166	1.132458234	1.351248514	0.821991054	0.345602245	0.510280639	0.315142014	0.598593867	0.505677602	0.503541322
P1167	5.936913286	6.53745541	5.666285239	5.24200576	4.727531083	6.017705644	4.972475692	4.092820363	3.074021325
P1168	0.016882259	0.021565332	0.017309893	0.013210989	0.037827353	0.011311324	0.026510097	0.025161334	0.02039147
P1169	0.694057279	0.722076893	0.550192448	0.685451591	0.780376554	3.064459609	0.572056844	0.343556765	0.572731822
P1170	17.21957041	12.98771304	17.34817435	17.80296876	23.90479574	19.37384729	18.91249065	16.41085603	14.69205897
P1171	100.6682578	138.4806447	151.2784771	97.72542648	118.8120782	134.7196606	103.4405385	101.5335147	114.3808461
P1172	0.307350835	0.378121284	0.28665349	0.770622554	0.631502664	0.590077462	0.522176515	0.954196928	0.61268717
P1173	0.421949085	0.504716607	0.558514512	0.241865446	0.39305151	0.206206197	0.421525804	0.399568277	0.438026868
P1174	1.072155927	1.072427005	0.797004057	0.454168821	0.633818828	1.256639616	0.894839192	0.664470578	0.973536318
P1175	8.059665871	7.405205443	7.814834079	7.257809615	7.728596803	7.535872372	7.64697083	7.485215749	8.174102159
P1176	1.847096261	2.176218787	1.893498388	1.989661029	0.778870337	1.448358539	1.370979806	2.060013941	2.035490204
P1177	1.711058075	1.248328709	1.658108811	1.446643527	1.162927176	1.977960162	1.308676141	1.292109819	1.528965703
P1178	3.442243437	1.953996565	3.805471757	2.156635404	2.989698046	1.839450387	3.817427076	2.938187215	3.876785096
P1179	0.795783612	0.890025102	1.258275252	1.056642789	0.89112611	1.234784212	1.687584144	1.430081173	1.942145579
P1180	0.014645982	0.011282864	0.226630604	0.191736209	0.277015986	0.008137311	0.018550486	0.021218717	0.164688787
P1181	0.99769292	0.988690712	0.934401332	0.748172218	1.170813499	1.458871265	0.955123411	0.974501383	1.043477424
P1182	1.256085919	1.296102523	1.731592635	0.979248209	1.408483126	1.37292512	0.863874346	0.934477098	1.133896609
P1183	1.865950676	2.314096975	1.917798814	0.999187652	1.416198934	1.961361121	1.086686612	1.308052077	1.832826514
P1184	9.38106603	4.615933413	5.079995839	5.414740418	3.415843694	4.039007746	4.493343306	4.67654532	4.620655145
P1185	7.70867144	7.164750958	7.030687611	4.378332472	4.948206039	5.241423829	4.529618549	3.628043982	3.901227915
P1186	0.030596659	0.065551592	0.209924061	0.21039805	0.110085968	0.169144227	0.254756918	0.208593978	0.268120405
P1187	0.163754972	0.17279165	0.232851347	0.214504099	0.229158082	0.194605312	0.308391922	0.256335305	0.412871935
P1188	0.594455052	0.104412736	0.493248726	0.368340595	0.299026643	0.261001475	0.45881825	0.320531558	0.463778436
P1189	14.62052506	3.979653851	2.847602205	3.724244886	4.241136767	8.586776097	13.57142857	20.13851101	12.30763309
P1190	0.475735879	0.56942793	0.828211797	0.427294882	0.406650089	0.454905939	0.540224383	0.668810289	0.890430733
P1191	0.076299125	0.112115207	0.147169458	0.262129828	0.217179396	0.321772409	0.319558714	0.30434196	0.418414874
P1192	0.236308671	0.325987581	0.653344429	0.355173178	0.163040853	0.100368868	0.137703815	0.162759427	0.11989299
P1193	0.063230708	0.087094728	0.073350671	0.035354848	0.043448668	0.015513648	0.043052356	0.036811099	0.053414296
P1194	0.135879077	0.328656361	0.318027671	0.160113729	0.382763766	0.343507931	0.205063575	0.228880444	0.305958659
P1195	0.257382657	0.146198969	0.209903256	0.140048741	0.173484902	0.409802656	0.131989529	0.18678524	0.172808807
P1196	0.978281623	3.194873827	2.028482264	0.456952958	0.968667851	2.206750277	0.837023186	0.444719268	0.654451673
P1197	0.283874304	0.250751751	0.857963175	0.847795584	0.909087034	0.407644781	0.263844428	0.123744744	0.130066592
P1198	3.241209228	4.154049412	3.530843649	4.008418876	5.962344583	4.212559941	3.899027674	2.977536933	4.031717926
P1199	0.142911695	0.091909103	0.12987829	0.053624548	0.089136767	0.061206197	0.180291698	0.1494165	0.172425805
P1200	0.434884646	0.99593077	1.187433684	0.860276198	0.984326821	0.884747326	1.443829469	0.921368021	1.256534124
P1201	111.6626889	90.30519223	94.24321232	51.72291559	81.6383659	69.36278126	68.54450262	76.56555663	90.61164787
P1202	1.994908512	1.866296737	2.185998128	2.485045418	0.962500888	2.314275175	2.053851907	1.478829852	1.445224989
P1203	0.060935561	0.127491082	0.109857485	0.1471974	0.121322913	0.083717263	0.114786836	0.214509927	0.203856961
P1204	1.102227526	1.252767869	1.291293041	1.404844546	1.228774423	0.525719292	1.59947644	1.200323792	1.08046884
P1205	1.375338107	1.464288545	1.376115677	1.359131526	1.706571936	1.648653633	1.71039641	1.262024149	1.392451596
P1206	10.01352426	11.0429383	10.97243316	9.531792334	10.67154529	10.69808189	8.66342558	9.776268747	7.921590515
P1207	11.97056484	5.120887832	5.776344533	6.024961229	8.261030195	7.91064183	11.66118175	10.76990534	6.553947419
P1208	0.15540175	0.113106091	0.111575991	0.325943431	0.442046181	0.448100332	0.255684368	0.319069998	0.432753378
P1209	1.866984885	2.341709605	3.896182253	4.514733033	4.382380107	7.246864626	4.388631264	3.179007488	2.918896031
P1210	0.779928401	0.836834456	1.098117133	0.909312458	1.0309627	0.814348949	0.789229619	0.943179007	0.779552716
P1211	0.017913286	0.025668913	0.051638406	0.019766635	0.048008526	0.017690889	0.048433807	0.053753963	0.05302937
P1212	3.689817025	4.090368609	3.055653802	5.600251089	5.087886323	5.908613058	4.981301421	4.751647067	5.124138727
P1213	27.06443914	20.3982032	22.36346614	24.78251237	23.3946714	33.02655847	24.83096485	25.57281946	27.39905308
P1214	6.295783612	7.935262254	7.607406637	5.82822539	6.136980462	9.199741793	8.350037397	6.802554359	6.045459794
P1215	0.10124105	0.273246136	0.225527931	0.417783029	0.170287744	0.401890446	0.497277487	0.396870011	0.331690981
P1216	0.506523469	0.523741577	0.750234058	0.213507127	1.01878508	0.444300996	0.362722513	0.121448969	0.141912699
P1217	0.507653142	0.235320386	0.356101113	0.390990326	0.350451155	0.397823681	0.450089753	0.369415151	0.448054198
P1218	0.468639618	0.418470075	0.365151358	0.570932723	0.149740675	0.257451125	0.321555722	0.185980258	0.547018746
P1219	3.572076372	3.798123927	4.369083533	3.666346651	3.467708703	5.204537071	3.596110696	3.322240461	4.030370684
P1220	1.038186158	1.025075968	0.556454801	2.885828225	2.35268206	2.279048322	1.28092745	1.340273874	1.535817391
P1221	14.27684964	16.62755978	15.67814418	7.579203899	12.40554174	8.805145703	8.638743455	7.61698109	8.84579853
P1222	0.404566428	0.229710662	0.316529699	0.3001477	0.2549627	0.339496496	0.246469708	0.580442066	0.278725124
P1223	0.008592681	1.713383538	0.973078123	0.003558526	1.655559503	1.087144965	0.188893044	0.707620354	0.58610801
P1224	0.013473349	0.018647642	0.041647769	0.015917584	0.038641563	0.019171892	0.043441286	0.043086817	0.042289926
P1225	0.938345267	1.017439556	1.033205035	0.646252123	1.048824156	0.717613427	0.814285714	0.896184202	1.010585473
P1226	6.002147971	4.491478399	6.431082909	8.923270069	8.051296625	10.57635559	8.495138369	7.015492546	7.145771585
P1227	0.630079554	0.467247985	0.908290856	1.076877631	0.706273535	1.016137956	0.976963351	0.229937265	0.577370184
P1228	13.19411297	15.22393975	14.61520857	12.66450041	11.88674956	15.42143121	14.76065819	15.74213568	12.41887679
P1229	0.393858393	0.068801691	0.116906273	0.023670335	0.208937833	0.414542604	0.062851159	0.118856385	0.215539474
P1230	3.093158313	2.512458713	2.423593051	3.208182557	1.96277087	1.445499816	1.386686612	2.150923032	1.795700373
P1231	3.657836118	4.252080856	4.948715281	2.210324201	4.598934281	3.942825526	3.797083022	3.585771142	3.565764656
P1232	4.81185362	6.097502973	4.062623531	5.61051621	6.59026643	7.594061232	5.957741212	5.128055225	4.687054929
P1233	0.483874304	0.305456467	0.349776345	2.253895576	0.51337833	0.757995205	0.817801047	0.818024419	0.512914277
P1234	1.820286396	1.200026424	2.403828149	2.300937892	1.6139254	2.984230911	2.610695587	1.85710431	1.841718311
P1235	3.022513922	3.514599022	2.72048268	1.369913596	3.755595027	1.245942457	1.831488407	1.67593821	1.576889026
P1236	7.541209228	7.793103448	7.958597732	11.8240898	12.74287744	11.51235706	9.400149589	8.806466845	9.485546018
P1237	0.197056484	0.439054036	0.680973681	0.511269478	0.60520071	0.540123571	0.325198205	0.52631934	0.634435506
P1238	26.98647574	33.83538116	31.71746593	15.21305664	28.39786856	17.62633714	14.75691847	13.9763452	9.357750491
P1239	19.68973747	13.15048223	14.37366067	21.50358171	15.38188277	22.76189598	20.14435303	18.16720257	18.94453212
P1240	3.973587908	0.845527811	0.690648081	1.497673732	1.077797513	1.867945408	1.507404637	1.579160389	2.325147234
P1241	9.761336516	9.597833267	7.923437012	9.200206779	8.077726465	9.980634452	6.172475692	7.042924921	10.29331383
P1242	0.059113763	0.070725327	0.064910018	0.053753046	0.061573002	0.045608632	0.087718773	0.074622805	0.047322838
P1243	42.08512331	43.67023385	40.89670238	40.95413928	33.9722913	46.38048691	39.95063575	41.64099566	41.94349282
P1244	0.443564041	0.450786101	0.35572662	1.412451075	0.228746004	0.419715972	0.777412117	0.705394284	0.274818122
P1245	0.3408035	0.184653191	0.214251534	0.196565985	0.278820604	0.232727776	0.310022438	0.237897151	0.382443512
P1246	1.25274463	0.867565068	0.868677832	0.686079315	0.72835524	0.152987827	0.627150337	0.811166326	0.810770237
P1247	0.876292761	1.154974237	1.125808801	0.841518352	0.752468917	0.605081151	0.893492895	0.882805298	1.137226221
P1248	0.086396181	0.071026556	0.053727244	0.056930803	0.045618472	0.07158152	0.053892296	0.043219481	0.065876285
P1249	1.096022275	1.023332012	0.654863206	1.102134259	0.894991119	1.051180376	1.22565445	1.613923054	1.50563917
P1250	3.558949881	4.062359625	4.913138458	7.142530094	2.141385435	5.057082257	4.839940165	5.003485261	5.114323107
P1251	0.152418457	0.233697979	0.250078019	0.04208478	0.180618117	0.047200295	0.129685864	0.150902795	0.132753378
P1252	4.841050119	5.156559651	4.106106314	4.957093272	6.469058615	6.342677979	5.337471952	6.300901671	5.52715655
P1253	1.41575179	0.700673801	0.87947571	1.366738055	0.756404973	1.503043158	0.665579656	0.923076923	1.520150891
P1254	0.458480509	0.481067512	0.191413711	0.846097039	0.392809947	0.437947252	0.472378459	0.148732939	0.424169522
P1255	4.816626889	4.047562426	3.325912826	2.380400266	3.543872114	2.715879749	3.156993269	3.086142154	3.39331768
P1256	2.370405728	2.166230678	2.026360137	2.490436452	3.10920071	2.808926595	2.464921466	2.872079689	2.483929328
P1257	1.31893397	0.443466772	0.501445959	1.419540654	1.270223801	1.081888602	1.426925954	0.952510512	1.214577158
P1258	0.839936356	0.972308099	1.677145532	0.973044827	0.812817052	1.634636665	0.96118175	1.082049783	1.183860041
P1259	0.892601432	1.174131325	1.023676272	1.215419836	0.981641208	1.398376983	1.175542259	0.486497425	0.896974479
P1260	2.314717582	2.663231603	2.442109643	1.120596706	1.557939609	1.606971597	1.493792072	1.711577811	1.533219139
P1261	3.445823389	3.987316686	3.174659316	1.517982424	3.127104796	1.07156031	1.416604338	1.300744272	0.742696024
P1262	0.389618138	0.087628485	0.118612296	0.490576767	0.284007105	0.2515308	0.536791324	0.063447485	0.533026675
P1263	3.353937947	2.650019818	2.165401019	2.546709992	2.13357016	3.204813722	2.846297681	2.90423403	2.321105508
P1264	0.558679395	0.104716607	0.101152606	0.22643084	0.398920071	0.349658797	0.368002992	0.420367414	0.397917549
P1265	0.16655529	0.112382085	0.102430043	0.054608965	0.168440497	0.052901143	0.092737472	0.132484878	0.11859194
P1266	2.264359586	1.889470207	1.731259752	1.752233956	1.79026643	1.591848027	1.352430815	1.756481461	2.004696101
